username,followers,following,posts,verified,bio,profile_pic,username_length,username_digits,ratio,fake
user2487,2176,4006,220,1,0,0,8,4,0.54,0
user2488,817,4057,298,1,1,0,8,4,0.2,0
user2489,2280,1066,284,0,1,1,8,4,2.14,0
user2490,8837,4973,299,0,1,1,8,4,1.78,0
user2491,8112,119,102,0,1,1,8,4,68.17,0
user2492,9419,1762,111,0,0,0,8,4,5.35,0
user2493,5553,2191,188,0,0,0,8,4,2.53,0
user2494,2265,39,480,0,0,1,8,4,58.08,0
user2495,1208,1133,233,1,1,1,8,4,1.07,0
user2496,9299,632,150,1,1,0,8,4,14.71,0
user2497,7673,3790,343,1,0,1,8,4,2.02,0
user2498,1345,2449,448,1,1,0,8,4,0.55,0
user2499,2545,4801,272,0,1,0,8,4,0.53,0
user2500,8057,1635,117,0,0,0,8,4,4.93,0
user2501,6116,4506,249,0,0,1,8,4,1.36,0
user2502,1193,4117,145,1,1,0,8,4,0.29,0
user2503,2014,4859,191,0,0,0,8,4,0.41,0
user2504,2856,2606,448,0,0,0,8,4,1.1,0
user2505,2692,4445,269,1,1,1,8,4,0.61,0
user2506,3254,2861,411,1,1,1,8,4,1.14,0
user2507,671,394,459,1,1,1,8,4,1.7,0
user2508,9486,3660,65,0,0,0,8,4,2.59,0
user2509,3272,4800,441,1,0,1,8,4,0.68,0
user2510,3130,4512,323,1,1,0,8,4,0.69,0
user2511,9357,3939,468,1,0,1,8,4,2.38,0
user2512,4841,1640,286,0,0,1,8,4,2.95,0
user2513,8105,1458,335,1,1,0,8,4,5.56,0
user2514,9251,1255,489,0,0,1,8,4,7.37,0
user2515,3537,3763,28,0,1,0,8,4,0.94,0
user2516,7657,4709,294,1,1,0,8,4,1.63,0
user2517,1777,866,298,0,1,0,8,4,2.05,0
user2518,2685,854,340,0,1,1,8,4,3.14,0
user2519,7232,3231,264,1,1,1,8,4,2.24,0
user2520,8208,3875,395,0,1,0,8,4,2.12,0
user2521,3466,1255,65,0,0,0,8,4,2.76,0
user2522,7691,1452,287,0,0,1,8,4,5.3,0
user2523,2443,1003,102,1,1,0,8,4,2.44,0
user2524,932,771,28,1,0,1,8,4,1.21,0
user2525,3048,4950,348,1,1,1,8,4,0.62,0
user2526,3920,1547,186,1,0,1,8,4,2.53,0
user2527,9718,349,463,1,0,1,8,4,27.85,0
user2528,1264,1588,187,1,1,1,8,4,0.8,0
user2529,562,1731,97,0,1,1,8,4,0.32,0
user2530,6843,171,102,1,0,1,8,4,40.02,0
user2531,5763,1068,26,0,0,1,8,4,5.4,0
user2532,3352,2688,155,0,0,0,8,4,1.25,0
user2533,6625,28,446,1,1,1,8,4,236.61,0
user2534,7186,3632,212,0,0,0,8,4,1.98,0
user2535,9983,1411,219,0,1,0,8,4,7.08,0
user2536,5638,2472,83,1,1,1,8,4,2.28,0
user2537,7401,3229,101,0,0,1,8,4,2.29,0
user2538,1451,358,214,0,0,0,8,4,4.05,0
user2539,2601,29,245,1,0,1,8,4,89.69,0
user2540,8609,806,440,1,0,0,8,4,10.68,0
user2541,7558,4066,440,0,1,1,8,4,1.86,0
user2542,9836,2074,500,0,1,0,8,4,4.74,0
user2543,9329,4984,88,0,0,1,8,4,1.87,0
user2544,4562,1117,302,1,0,0,8,4,4.08,0
user2545,7171,3774,324,1,0,0,8,4,1.9,0
user2546,9214,1867,497,1,0,1,8,4,4.94,0
user2547,7288,525,417,0,1,1,8,4,13.88,0
user2548,2955,3555,107,1,0,1,8,4,0.83,0
user2549,3208,4208,264,0,0,0,8,4,0.76,0
user2550,5685,2434,478,1,1,1,8,4,2.34,0
user2551,7527,1356,117,1,1,1,8,4,5.55,0
user2552,6324,2210,9,1,0,1,8,4,2.86,0
user2553,3191,1946,175,1,0,0,8,4,1.64,0
user2554,4004,4994,442,0,0,0,8,4,0.8,0
user2555,4252,2918,322,0,0,0,8,4,1.46,0
user2556,5301,3583,92,1,0,0,8,4,1.48,0
user2557,402,3175,393,0,1,0,8,4,0.13,0
user2558,1573,835,464,1,0,0,8,4,1.88,0
user2559,2403,3507,134,1,0,1,8,4,0.69,0
user2560,5676,4305,165,0,0,1,8,4,1.32,0
user2561,1237,2165,132,0,0,1,8,4,0.57,0
user2562,5893,4399,208,1,0,0,8,4,1.34,0
user2563,1035,1183,253,1,1,0,8,4,0.87,0
user2564,3003,2017,254,0,0,1,8,4,1.49,0
user2565,9486,2707,453,1,0,1,8,4,3.5,0
user2566,450,1926,499,1,1,1,8,4,0.23,0
user2567,5803,1066,6,0,1,0,8,4,5.44,0
user2568,9864,221,265,1,0,0,8,4,44.63,0
user2569,6704,769,198,0,1,1,8,4,8.72,0
user2570,8263,3641,439,0,1,1,8,4,2.27,0
user2571,3121,1604,423,0,0,0,8,4,1.95,0
user2572,372,813,205,1,1,1,8,4,0.46,0
user2573,5158,2282,311,1,1,0,8,4,2.26,0
user2574,4032,4295,377,0,0,0,8,4,0.94,0
user2575,5575,3310,162,1,0,1,8,4,1.68,0
user2576,2333,2711,439,0,0,1,8,4,0.86,0
user2577,1655,3829,340,0,1,0,8,4,0.43,0
user2578,4349,4388,383,0,0,1,8,4,0.99,0
user2579,8060,1495,371,0,0,0,8,4,5.39,0
user2580,8655,483,221,0,1,0,8,4,17.92,0
user2581,200,1021,118,1,0,0,8,4,0.2,0
user2582,4567,1947,21,0,0,0,8,4,2.35,0
user2583,7484,788,158,1,0,1,8,4,9.5,0
user2584,7073,1972,144,0,1,1,8,4,3.59,0
user2585,3687,3240,311,1,0,1,8,4,1.14,0
user2586,1685,4308,332,1,1,1,8,4,0.39,0
user2587,4944,2702,228,0,0,0,8,4,1.83,0
user2588,985,3887,253,1,1,1,8,4,0.25,0
user2589,5752,1561,496,1,0,0,8,4,3.68,0
user2590,4530,3229,98,0,1,1,8,4,1.4,0
user2591,1243,169,282,0,0,0,8,4,7.36,0
user2592,7286,1166,277,0,0,1,8,4,6.25,0
user2593,3594,1658,191,0,1,1,8,4,2.17,0
user2594,3463,2718,161,0,1,1,8,4,1.27,0
user2595,2558,2084,93,1,0,0,8,4,1.23,0
user2596,1779,4425,352,0,1,0,8,4,0.4,0
user2597,8388,1220,388,1,1,1,8,4,6.88,0
user2598,266,326,268,0,1,1,8,4,0.82,0
user2599,327,1488,477,0,1,1,8,4,0.22,0
user2600,5481,1922,335,1,1,0,8,4,2.85,0
user2601,3052,822,56,0,1,0,8,4,3.71,0
user2602,6525,278,404,1,0,1,8,4,23.47,0
user2603,1336,1893,70,1,0,0,8,4,0.71,0
user2604,6453,3057,140,0,1,0,8,4,2.11,0
user2605,8323,2256,17,0,1,1,8,4,3.69,0
user2606,5222,3785,389,1,0,0,8,4,1.38,0
user2607,6286,1496,192,1,0,1,8,4,4.2,0
user2608,9943,554,100,0,1,0,8,4,17.95,0
user2609,5754,4631,211,0,0,1,8,4,1.24,0
user2610,6086,3288,432,0,0,1,8,4,1.85,0
user2611,2445,3020,231,1,0,1,8,4,0.81,0
user2612,7546,168,351,0,0,0,8,4,44.92,0
user2613,4496,2166,233,0,0,1,8,4,2.08,0
user2614,1984,1710,321,0,1,0,8,4,1.16,0
user2615,1206,3397,269,0,0,1,8,4,0.36,0
user2616,5163,1682,222,1,1,1,8,4,3.07,0
user2617,2888,164,281,1,0,1,8,4,17.61,0
user2618,5432,2545,189,0,1,0,8,4,2.13,0
user2619,5649,262,152,1,1,1,8,4,21.56,0
user2620,4089,2184,123,0,0,0,8,4,1.87,0
user2621,6535,1676,330,1,0,0,8,4,3.9,0
user2622,4986,4686,382,1,1,1,8,4,1.06,0
user2623,4095,4149,152,1,0,1,8,4,0.99,0
user2624,9247,752,136,1,0,0,8,4,12.3,0
user2625,3483,3668,98,1,1,1,8,4,0.95,0
user2626,8587,1538,346,0,0,1,8,4,5.58,0
user2627,3948,1619,177,1,1,1,8,4,2.44,0
user2628,6114,1533,173,1,1,1,8,4,3.99,0
user2629,2204,3518,408,1,1,0,8,4,0.63,0
user2630,7969,1646,44,1,1,0,8,4,4.84,0
user2631,5671,2063,27,0,1,0,8,4,2.75,0
user2632,7296,4854,262,1,0,1,8,4,1.5,0
user2633,3764,2734,43,1,1,1,8,4,1.38,0
user2634,6538,4218,205,0,0,0,8,4,1.55,0
user2635,2996,3819,272,0,0,1,8,4,0.78,0
user2636,2121,2768,64,1,0,1,8,4,0.77,0
user2637,3552,4826,448,0,1,0,8,4,0.74,0
user2638,5613,1929,242,0,1,0,8,4,2.91,0
user2639,758,1233,91,0,1,0,8,4,0.61,0
user2640,1340,4902,184,0,0,1,8,4,0.27,0
user2641,4630,1045,496,0,1,0,8,4,4.43,0
user2642,2136,324,374,0,1,0,8,4,6.59,0
user2643,9126,1296,333,0,0,1,8,4,7.04,0
user2644,3477,2905,125,1,1,1,8,4,1.2,0
user2645,8537,4501,117,0,0,0,8,4,1.9,0
user2646,7603,847,13,1,1,0,8,4,8.98,0
user2647,4318,747,494,0,1,0,8,4,5.78,0
user2648,2544,3859,211,0,0,0,8,4,0.66,0
user2649,2024,3507,324,0,1,0,8,4,0.58,0
user2650,3674,4913,362,1,0,1,8,4,0.75,0
user2651,4391,2160,18,0,1,0,8,4,2.03,0
user2652,4724,3697,74,1,1,1,8,4,1.28,0
user2653,8004,3672,449,0,0,0,8,4,2.18,0
user2654,1510,2803,461,1,0,0,8,4,0.54,0
user2655,8327,1226,277,1,0,1,8,4,6.79,0
user2656,8114,3704,160,1,0,0,8,4,2.19,0
user2657,7533,2257,403,1,0,1,8,4,3.34,0
user2658,7713,4582,35,0,0,1,8,4,1.68,0
user2659,678,1333,47,0,1,0,8,4,0.51,0
user2660,691,2153,179,0,0,1,8,4,0.32,0
user2661,1527,1572,224,1,0,0,8,4,0.97,0
user2662,1905,1642,49,1,1,0,8,4,1.16,0
user2663,2156,2765,219,0,1,0,8,4,0.78,0
user2664,6210,4359,23,0,0,1,8,4,1.42,0
user2665,4311,4399,233,0,0,1,8,4,0.98,0
user2666,5910,3054,481,0,1,0,8,4,1.94,0
user2667,317,2361,18,1,0,0,8,4,0.13,0
user2668,7137,3832,330,0,0,1,8,4,1.86,0
user2669,6071,2528,267,1,0,0,8,4,2.4,0
user2670,5771,1270,439,1,1,1,8,4,4.54,0
user2671,1256,2556,460,1,0,1,8,4,0.49,0
user2672,8807,1934,408,1,1,1,8,4,4.55,0
user2673,2557,3834,378,0,1,0,8,4,0.67,0
user2674,2210,3011,220,0,0,1,8,4,0.73,0
user2675,2556,4999,268,0,0,1,8,4,0.51,0
user2676,4566,2295,467,1,0,0,8,4,1.99,0
user2677,7123,4507,259,0,0,1,8,4,1.58,0
user2678,1323,1897,240,1,1,1,8,4,0.7,0
user2679,6608,301,156,0,0,0,8,4,21.95,0
user2680,5336,4861,90,0,1,0,8,4,1.1,0
user2681,5875,4171,48,1,1,1,8,4,1.41,0
user2682,4486,1560,351,0,0,1,8,4,2.88,0
user2683,7057,3595,398,1,0,1,8,4,1.96,0
user2684,4816,1947,69,0,0,0,8,4,2.47,0
user2685,9418,2128,128,0,1,1,8,4,4.43,0
user2686,2754,688,249,1,0,1,8,4,4.0,0
user2687,6172,1976,59,1,1,0,8,4,3.12,0
user2688,4763,4359,153,1,0,0,8,4,1.09,0
user2689,2776,2086,383,0,1,0,8,4,1.33,0
user2690,8981,3805,47,1,0,1,8,4,2.36,0
user2691,6987,4605,116,0,1,1,8,4,1.52,0
user2692,6067,1660,415,0,1,0,8,4,3.65,0
user2693,2831,1872,370,0,1,1,8,4,1.51,0
user2694,7752,4597,182,0,0,0,8,4,1.69,0
user2695,4710,2514,65,1,1,0,8,4,1.87,0
user2696,3281,2222,107,1,0,0,8,4,1.48,0
user2697,9114,2672,393,0,1,0,8,4,3.41,0
user2698,7341,4756,131,0,1,1,8,4,1.54,0
user2699,1540,670,413,0,0,0,8,4,2.3,0
user2700,2790,561,336,0,0,0,8,4,4.97,0
user2701,2070,3929,58,0,0,0,8,4,0.53,0
user2702,3007,2322,380,0,0,0,8,4,1.3,0
user2703,4176,2756,493,0,0,0,8,4,1.52,0
user2704,4884,2839,242,1,1,0,8,4,1.72,0
user2705,5388,483,336,0,0,0,8,4,11.16,0
user2706,9574,4150,16,0,0,0,8,4,2.31,0
user2707,249,959,80,1,0,0,8,4,0.26,0
user2708,4539,304,92,1,0,0,8,4,14.93,0
user2709,5078,1205,406,0,1,1,8,4,4.21,0
user2710,7921,3316,444,1,0,1,8,4,2.39,0
user2711,7260,3955,482,1,1,1,8,4,1.84,0
user2712,390,1296,9,1,1,1,8,4,0.3,0
user2713,215,770,44,1,1,0,8,4,0.28,0
user2714,4412,1404,272,1,0,0,8,4,3.14,0
user2715,7413,1174,93,0,0,0,8,4,6.31,0
user2716,1957,1596,183,1,0,0,8,4,1.23,0
user2717,9553,2704,27,0,0,0,8,4,3.53,0
user2718,1574,311,456,0,0,0,8,4,5.06,0
user2719,5210,2124,341,1,0,1,8,4,2.45,0
user2720,3242,4535,20,0,1,1,8,4,0.71,0
user2721,6258,299,282,1,0,1,8,4,20.93,0
user2722,9697,3638,190,1,1,0,8,4,2.67,0
user2723,6998,3904,96,1,1,0,8,4,1.79,0
user2724,2377,261,314,1,0,0,8,4,9.11,0
user2725,3295,1476,266,1,0,1,8,4,2.23,0
user2726,7893,115,331,0,1,0,8,4,68.63,0
user2727,5106,4995,414,0,0,1,8,4,1.02,0
user2728,6346,2502,352,0,1,0,8,4,2.54,0
user2729,4174,220,221,1,0,1,8,4,18.97,0
user2730,2870,2941,473,0,1,0,8,4,0.98,0
user2731,8154,3512,309,0,0,1,8,4,2.32,0
user2732,8258,1390,86,1,1,1,8,4,5.94,0
user2733,4991,3364,369,0,0,0,8,4,1.48,0
user2734,8280,2350,371,1,1,1,8,4,3.52,0
user2735,2496,1304,469,0,0,0,8,4,1.91,0
user2736,1955,4666,21,0,0,1,8,4,0.42,0
user2737,3686,1089,17,1,1,1,8,4,3.38,0
user2738,4100,3918,141,1,0,0,8,4,1.05,0
user2739,4275,1646,443,1,0,1,8,4,2.6,0
user2740,436,510,390,0,1,1,8,4,0.85,0
user2741,5245,1777,70,0,1,1,8,4,2.95,0
user2742,1460,4776,484,0,0,1,8,4,0.31,0
user2743,5418,2284,387,0,0,1,8,4,2.37,0
user2744,4518,2745,83,1,1,1,8,4,1.65,0
user2745,7403,2241,339,0,0,0,8,4,3.3,0
user2746,7417,2192,117,1,0,1,8,4,3.38,0
user2747,9337,1559,4,0,1,0,8,4,5.99,0
user2748,5912,1928,0,1,1,1,8,4,3.07,0
user2749,1145,3883,121,0,1,0,8,4,0.29,0
user2750,974,2061,146,1,1,1,8,4,0.47,0
user2751,650,1259,20,1,0,1,8,4,0.52,0
user2752,2559,3152,490,0,1,0,8,4,0.81,0
user2753,6486,3840,159,1,1,0,8,4,1.69,0
user2754,8730,4982,286,1,1,0,8,4,1.75,0
user2755,4505,233,156,0,1,0,8,4,19.33,0
user2756,6860,3186,475,0,1,0,8,4,2.15,0
user2757,5405,2592,303,1,1,0,8,4,2.09,0
user2758,8534,2979,482,1,0,0,8,4,2.86,0
user2759,7141,2913,31,1,1,0,8,4,2.45,0
user2760,4738,1181,39,1,1,1,8,4,4.01,0
user2761,544,369,93,1,1,0,8,4,1.47,0
user2762,6394,428,378,1,1,1,8,4,14.94,0
user2763,2055,3391,39,0,0,1,8,4,0.61,0
user2764,5441,4974,391,1,0,0,8,4,1.09,0
user2765,2775,4032,44,1,0,1,8,4,0.69,0
user2766,8075,3632,51,1,0,1,8,4,2.22,0
user2767,5627,3840,64,0,1,1,8,4,1.47,0
user2768,8654,288,80,1,1,1,8,4,30.05,0
user2769,5505,3109,261,1,0,1,8,4,1.77,0
user2770,7969,1427,136,1,0,0,8,4,5.58,0
user2771,2372,250,137,0,1,0,8,4,9.49,0
user2772,3243,4077,155,0,0,1,8,4,0.8,0
user2773,2085,4361,460,1,0,0,8,4,0.48,0
user2774,8350,2313,0,0,0,1,8,4,3.61,0
user2775,3999,891,22,1,0,1,8,4,4.49,0
user2776,926,3169,2,0,1,1,8,4,0.29,0
user2777,1280,2841,211,0,0,1,8,4,0.45,0
user2778,5295,933,171,0,0,0,8,4,5.68,0
user2779,2092,4329,121,1,0,1,8,4,0.48,0
user2780,562,1149,161,1,1,0,8,4,0.49,0
user2781,9571,4177,362,1,0,1,8,4,2.29,0
user2782,9630,1174,226,1,0,1,8,4,8.2,0
user2783,9023,2162,376,1,1,0,8,4,4.17,0
user2784,5575,615,200,1,1,0,8,4,9.07,0
user2785,9299,2294,368,0,0,0,8,4,4.05,0
user2786,2973,1135,473,1,1,1,8,4,2.62,0
user2787,9214,3005,240,1,1,0,8,4,3.07,0
user2788,7321,3665,360,1,1,0,8,4,2.0,0
user2789,2910,4077,115,1,0,0,8,4,0.71,0
user2790,6790,3100,358,0,0,1,8,4,2.19,0
user2791,7699,3277,419,1,0,1,8,4,2.35,0
user2792,2803,2594,230,1,1,1,8,4,1.08,0
user2793,4247,3151,355,1,1,1,8,4,1.35,0
user2794,6303,2061,99,0,1,0,8,4,3.06,0
user2795,3154,2051,77,0,1,1,8,4,1.54,0
user2796,7198,1447,371,0,1,0,8,4,4.97,0
user2797,9159,4530,275,1,1,0,8,4,2.02,0
user2798,7672,3657,388,1,1,0,8,4,2.1,0
user2799,4312,425,277,0,1,0,8,4,10.15,0
user2800,1630,152,172,1,0,0,8,4,10.72,0
user2801,4023,1387,463,0,0,1,8,4,2.9,0
user2802,8804,958,68,1,0,0,8,4,9.19,0
user2803,7508,2487,444,0,0,0,8,4,3.02,0
user2804,3737,670,155,1,0,1,8,4,5.58,0
user2805,8628,1931,294,1,1,0,8,4,4.47,0
user2806,9872,74,91,1,1,0,8,4,133.41,0
user2807,3612,1040,184,1,1,1,8,4,3.47,0
user2808,9562,1977,236,0,1,0,8,4,4.84,0
user2809,3669,3547,405,1,1,0,8,4,1.03,0
user2810,5302,1869,10,0,1,1,8,4,2.84,0
user2811,5162,2689,218,0,0,1,8,4,1.92,0
user2812,5191,3617,357,0,0,1,8,4,1.44,0
user2813,1253,3962,247,1,1,1,8,4,0.32,0
user2814,844,733,213,1,0,1,8,4,1.15,0
user2815,1689,99,115,0,1,1,8,4,17.06,0
user2816,6750,232,92,1,1,0,8,4,29.09,0
user2817,8607,1648,121,1,0,0,8,4,5.22,0
user2818,101,547,53,0,1,0,8,4,0.18,0
user2819,4835,3434,85,0,1,0,8,4,1.41,0
user2820,5959,2847,210,1,0,0,8,4,2.09,0
user2821,5561,2581,310,0,0,0,8,4,2.15,0
user2822,8889,3653,346,1,0,0,8,4,2.43,0
user2823,4148,213,109,1,1,0,8,4,19.47,0
user2824,1914,520,84,0,1,1,8,4,3.68,0
user2825,2415,497,397,0,1,1,8,4,4.86,0
user2826,1412,4114,157,1,1,1,8,4,0.34,0
user2827,4600,1705,120,1,1,0,8,4,2.7,0
user2828,4770,2828,212,1,1,0,8,4,1.69,0
user2829,196,3354,308,0,1,1,8,4,0.06,0
user2830,9388,2181,231,1,0,1,8,4,4.3,0
user2831,1527,4868,286,1,1,0,8,4,0.31,0
user2832,6703,2791,103,0,1,1,8,4,2.4,0
user2833,971,3421,246,1,1,1,8,4,0.28,0
user2834,2288,3892,124,1,0,0,8,4,0.59,0
user2835,5358,2169,129,1,0,0,8,4,2.47,0
user2836,431,1416,233,1,0,1,8,4,0.3,0
user2837,9612,3307,14,1,0,0,8,4,2.91,0
user2838,1318,3384,315,0,1,1,8,4,0.39,0
user2839,8544,1834,54,0,0,1,8,4,4.66,0
user2840,4853,1690,373,1,1,0,8,4,2.87,0
user2841,8692,252,50,1,0,0,8,4,34.49,0
user2842,9042,576,233,0,1,1,8,4,15.7,0
user2843,670,4699,479,0,0,0,8,4,0.14,0
user2844,4048,3747,263,0,1,0,8,4,1.08,0
user2845,4510,2059,304,1,1,0,8,4,2.19,0
user2846,5163,3831,351,0,0,1,8,4,1.35,0
user2847,9601,1309,326,1,0,1,8,4,7.33,0
user2848,850,4495,72,1,1,1,8,4,0.19,0
user2849,5021,1792,9,0,1,1,8,4,2.8,0
user2850,9738,2691,455,0,1,0,8,4,3.62,0
user2851,9717,4150,459,0,0,0,8,4,2.34,0
user2852,9536,2578,393,0,0,0,8,4,3.7,0
user2853,6715,1776,364,0,0,1,8,4,3.78,0
user2854,529,1058,485,0,0,0,8,4,0.5,0
user2855,5042,1991,403,0,1,1,8,4,2.53,0
user2856,8965,2606,13,0,1,0,8,4,3.44,0
user2857,5776,1479,218,1,1,0,8,4,3.91,0
user2858,9250,3498,219,1,1,0,8,4,2.64,0
user2859,8272,3096,7,1,1,0,8,4,2.67,0
user2860,8193,1371,100,0,0,1,8,4,5.98,0
user2861,8945,3108,318,1,1,1,8,4,2.88,0
user2862,336,1861,242,1,0,0,8,4,0.18,0
user2863,5736,2194,128,1,1,0,8,4,2.61,0
user2864,6881,4147,59,0,0,0,8,4,1.66,0
user2865,3773,3327,114,0,1,1,8,4,1.13,0
user2866,4438,2359,430,0,0,0,8,4,1.88,0
user2867,6903,3226,346,0,1,0,8,4,2.14,0
user2868,2598,3501,103,1,1,0,8,4,0.74,0
user2869,4599,10,215,1,0,1,8,4,459.9,0
user2870,7808,2737,390,0,0,0,8,4,2.85,0
user2871,1626,1001,239,1,1,0,8,4,1.62,0
user2872,8234,3570,254,0,1,1,8,4,2.31,0
user2873,5714,1481,405,1,1,0,8,4,3.86,0
user2874,3144,4847,240,1,1,0,8,4,0.65,0
user2875,7777,2157,416,0,0,0,8,4,3.61,0
user2876,5346,2436,112,0,1,1,8,4,2.19,0
user2877,4016,4696,293,0,0,0,8,4,0.86,0
user2878,5596,2880,133,1,0,1,8,4,1.94,0
user2879,2691,2158,335,0,0,0,8,4,1.25,0
user2880,4475,2198,439,0,0,0,8,4,2.04,0
user2881,8195,3168,45,0,1,1,8,4,2.59,0
user2882,3946,2255,180,1,0,0,8,4,1.75,0
user2883,9168,3497,428,0,1,1,8,4,2.62,0
user2884,2932,2286,25,1,1,0,8,4,1.28,0
user2885,258,4018,329,0,0,0,8,4,0.06,1
user2886,5865,3132,154,0,1,1,8,4,1.87,0
user2887,1263,1982,374,1,1,0,8,4,0.64,0
user2888,5845,1620,485,1,0,0,8,4,3.61,0
user2889,5244,146,446,1,1,1,8,4,35.92,0
user2890,5697,2029,236,1,1,0,8,4,2.81,0
user2891,3449,2812,125,1,1,0,8,4,1.23,0
user2892,7314,1038,405,0,0,1,8,4,7.05,0
user2893,7380,3068,264,1,1,1,8,4,2.41,0
user2894,2006,1960,122,1,0,0,8,4,1.02,0
user2895,6465,3860,408,0,0,0,8,4,1.67,0
user2896,2769,1759,7,0,0,0,8,4,1.57,1
user2897,5747,1024,419,1,0,1,8,4,5.61,0
user2898,5781,1175,20,0,0,0,8,4,4.92,0
user2899,9253,4972,14,1,1,0,8,4,1.86,0
user2900,9084,4992,307,1,0,1,8,4,1.82,0
user2901,9712,967,44,0,0,1,8,4,10.04,0
user2902,8257,4628,421,1,0,0,8,4,1.78,0
user2903,89,931,332,0,1,0,8,4,0.1,0
user2904,3575,2333,373,0,0,0,8,4,1.53,0
user2905,9806,3692,282,1,0,0,8,4,2.66,0
user2906,7873,1044,395,1,0,0,8,4,7.54,0
user2907,910,4146,361,1,0,0,8,4,0.22,0
user2908,6733,1346,422,1,1,0,8,4,5.0,0
user2909,2176,2623,487,0,1,1,8,4,0.83,0
user2910,1570,4984,34,0,0,1,8,4,0.32,0
user2911,4808,2077,360,1,1,0,8,4,2.31,0
user2912,5291,99,456,0,0,0,8,4,53.44,0
user2913,1307,568,427,0,0,1,8,4,2.3,0
user2914,7910,4085,117,0,1,1,8,4,1.94,0
user2915,7956,829,341,0,1,1,8,4,9.6,0
user2916,9093,2339,123,0,1,1,8,4,3.89,0
user2917,5251,930,242,1,1,0,8,4,5.65,0
user2918,4293,1323,163,1,0,0,8,4,3.24,0
user2919,4725,4960,212,1,1,0,8,4,0.95,0
user2920,1117,1107,377,0,1,1,8,4,1.01,0
user2921,3637,2491,291,0,0,1,8,4,1.46,0
user2922,2400,4177,157,1,1,1,8,4,0.57,0
user2923,3288,4329,368,1,0,0,8,4,0.76,0
user2924,7874,3874,183,0,1,0,8,4,2.03,0
user2925,4325,3031,157,1,0,0,8,4,1.43,0
user2926,3098,1946,70,0,1,0,8,4,1.59,0
user2927,6457,3838,241,1,1,1,8,4,1.68,0
user2928,2756,3511,450,1,1,0,8,4,0.78,0
user2929,5064,2699,55,0,0,1,8,4,1.88,0
user2930,2900,505,311,0,1,1,8,4,5.74,0
user2931,4675,1658,312,0,1,0,8,4,2.82,0
user2932,6815,3617,466,1,0,0,8,4,1.88,0
user2933,4544,3891,112,0,1,1,8,4,1.17,0
user2934,6092,4154,27,1,1,1,8,4,1.47,0
user2935,1869,3646,304,1,0,0,8,4,0.51,0
user2936,3990,3790,215,0,0,0,8,4,1.05,0
user2937,4782,2972,56,1,0,1,8,4,1.61,0
user2938,3722,883,120,1,1,1,8,4,4.22,0
user2939,127,3420,132,0,0,0,8,4,0.04,1
user2940,6004,3056,100,1,1,0,8,4,1.96,0
user2941,7270,517,14,0,0,1,8,4,14.06,0
user2942,2364,1022,261,1,0,1,8,4,2.31,0
user2943,5304,2809,156,1,0,0,8,4,1.89,0
user2944,4005,2102,337,0,1,1,8,4,1.91,0
user2945,4860,4566,358,0,0,1,8,4,1.06,0
user2946,6345,540,287,0,0,1,8,4,11.75,0
user2947,6574,4593,477,0,1,0,8,4,1.43,0
user2948,5173,2562,95,0,1,0,8,4,2.02,0
user2949,2082,1486,144,1,1,1,8,4,1.4,0
user2950,1091,324,75,0,0,0,8,4,3.37,0
user2951,6698,2938,278,0,0,0,8,4,2.28,0
user2952,1725,3460,154,1,1,1,8,4,0.5,0
user2953,7904,1572,473,0,1,1,8,4,5.03,0
user2954,4342,639,469,1,1,0,8,4,6.79,0
user2955,2470,1555,294,1,1,1,8,4,1.59,0
user2956,4366,3705,101,1,0,0,8,4,1.18,0
user2957,9957,4529,434,0,0,1,8,4,2.2,0
user2958,1120,217,206,0,1,1,8,4,5.16,0
user2959,8892,2992,304,1,1,1,8,4,2.97,0
user2960,6502,4064,168,0,0,1,8,4,1.6,0
user2961,2271,732,484,1,0,1,8,4,3.1,0
user2962,8626,3975,103,1,0,1,8,4,2.17,0
user2963,2159,2965,451,0,1,1,8,4,0.73,0
user2964,5275,2124,202,1,0,1,8,4,2.48,0
user2965,9588,4861,148,1,1,0,8,4,1.97,0
user2966,7408,791,149,0,1,1,8,4,9.37,0
user2967,7692,2105,252,1,0,0,8,4,3.65,0
user2968,1319,1878,27,0,0,0,8,4,0.7,0
user2969,6226,3725,333,1,0,1,8,4,1.67,0
user2970,9478,1066,216,0,1,1,8,4,8.89,0
user2971,3041,1592,21,0,0,1,8,4,1.91,0
user2972,5616,2305,176,0,1,0,8,4,2.44,0
user2973,6710,3657,292,0,0,0,8,4,1.83,0
user2974,8572,23,266,0,0,0,8,4,372.7,0
user2975,1678,2717,71,0,1,0,8,4,0.62,0
user2976,5353,1579,422,1,0,1,8,4,3.39,0
user2977,6723,1319,429,0,0,0,8,4,5.1,0
user2978,8352,4245,140,1,1,0,8,4,1.97,0
user2979,5628,2347,427,1,0,0,8,4,2.4,0
user2980,3692,4298,55,0,0,0,8,4,0.86,0
user2981,6854,3182,264,1,0,1,8,4,2.15,0
user2982,1469,2967,446,1,1,0,8,4,0.5,0
user2983,4425,254,69,0,1,0,8,4,17.42,0
user2984,4435,2571,127,1,0,1,8,4,1.73,0
user2985,9163,42,99,1,1,0,8,4,218.17,0
user2986,3765,913,379,1,0,1,8,4,4.12,0
user2987,4737,4457,468,1,1,0,8,4,1.06,0
user2988,6187,1799,154,0,1,0,8,4,3.44,0
user2989,9687,1761,400,1,1,0,8,4,5.5,0
