followers,following,posts,verified,bio,profile_pic,username_length,username_digits,ratio,fake
35963,45539,2486,0,1,1,9,2,0.79,0
49963,1958,769,1,1,1,20,0,25.52,0
7526,1600,1410,0,1,0,7,4,4.7,0
15334,43018,2153,1,0,1,13,2,0.36,0
48753,39867,2899,1,1,1,18,5,1.22,0
28079,26546,683,1,0,0,6,1,1.06,0
47816,30894,3979,0,0,0,7,4,1.55,0
29715,26970,2358,1,0,0,19,1,1.1,0
38078,26942,3171,1,1,1,8,4,1.41,0
7611,31524,2080,1,1,1,9,0,0.24,0
22070,23146,4353,0,1,1,18,0,0.95,0
17195,1809,143,1,1,1,16,2,9.51,0
30915,29679,1977,1,0,0,5,3,1.04,0
7660,41225,2850,0,0,1,6,1,0.19,0
42937,12251,4360,0,1,1,7,2,3.5,0
15018,1008,3728,0,0,0,16,0,14.9,0
33081,2277,4292,0,1,1,11,0,14.53,0
31259,47905,1096,1,0,1,20,5,0.65,0
10069,10565,4692,0,1,0,20,3,0.95,0
3022,26765,2509,1,0,1,5,2,0.11,0
41739,31743,3532,1,0,1,13,3,1.31,0
33954,20393,875,1,0,0,18,5,1.66,0
25486,24508,1131,0,0,1,7,4,1.04,0
15680,44770,3873,1,0,1,19,3,0.35,0
43619,4078,4150,1,1,1,17,4,10.7,0
10376,36986,3673,0,1,0,13,0,0.28,0
20862,11808,4483,1,1,0,16,1,1.77,0
27471,39394,4122,1,0,1,15,4,0.7,0
36279,3994,3846,1,0,1,15,3,9.08,0
44064,616,1210,1,0,0,6,4,71.53,0
36139,47431,4697,0,0,1,13,0,0.76,0
11721,16862,528,1,0,1,6,1,0.7,0
23273,47479,2568,0,0,1,10,5,0.49,0
31044,22882,1273,1,0,1,8,3,1.36,0
25614,18117,2687,0,0,1,8,3,1.41,0
9143,19846,981,0,0,1,12,0,0.46,0
33400,16387,3991,1,0,0,20,0,2.04,0
36891,17643,1988,0,0,0,14,4,2.09,0
4558,3345,3445,1,0,0,20,2,1.36,0
32201,39876,3165,1,0,1,9,2,0.81,0
29550,10779,2706,0,1,1,6,0,2.74,0
14333,18844,4179,1,0,0,16,4,0.76,0
5699,47634,3088,0,1,1,13,3,0.12,0
4313,45435,4581,0,0,0,10,4,0.09,0
34622,39347,2902,1,0,1,8,0,0.88,0
30628,13593,4934,0,0,1,16,2,2.25,0
38523,32211,628,1,0,1,9,3,1.2,0
18595,39583,1163,0,0,1,19,3,0.47,0
19986,6244,2268,1,0,0,13,4,3.2,0
220,6743,4621,1,1,1,17,5,0.03,0
46046,34802,4741,0,1,0,13,0,1.32,0
47171,34802,2711,0,0,0,20,0,1.36,0
38757,7216,2212,1,1,0,16,5,5.37,0
45984,9445,1570,0,0,0,17,1,4.87,0
38828,28024,3433,0,1,1,16,3,1.39,0
11506,26216,1848,1,0,1,7,2,0.44,0
20951,35552,4799,1,0,0,8,1,0.59,0
36126,9376,2905,0,0,0,7,3,3.85,0
43449,17492,706,1,0,0,11,5,2.48,0
44555,22902,1600,1,0,1,19,3,1.95,0
32286,19164,1536,1,0,1,18,3,1.68,0
18814,11778,2004,1,1,0,16,3,1.6,0
45668,16941,1769,1,0,0,5,1,2.7,0
44722,28629,2338,1,0,1,18,1,1.56,0
11283,9396,2845,0,0,0,20,4,1.2,0
44052,39281,4670,1,0,1,7,3,1.12,0
3957,6747,871,1,1,0,16,5,0.59,0
20960,33991,4878,0,0,0,16,1,0.62,0
9553,40493,3077,1,1,0,6,5,0.24,0
20563,24281,2476,0,1,1,14,5,0.85,0
11472,40186,3919,0,0,1,16,3,0.29,0
25670,6256,1039,1,1,1,19,3,4.1,0
21729,39394,4237,1,0,1,17,1,0.55,0
32558,25733,1091,0,1,1,18,2,1.27,0
41672,36669,1362,0,0,1,19,0,1.14,0
35456,11555,1028,0,0,0,11,3,3.07,0
47796,27341,4341,0,0,1,18,5,1.75,0
43305,13764,2317,0,1,1,20,0,3.15,0
29439,13285,524,0,0,1,6,5,2.22,0
5304,40831,2800,0,0,1,16,0,0.13,0
33401,47323,3227,0,0,1,5,3,0.71,0
11059,20234,4011,1,0,1,11,5,0.55,0
13399,4602,2391,0,0,1,8,2,2.91,0
29121,618,2641,1,0,1,9,5,47.12,0
3121,14552,2072,0,0,0,7,5,0.21,0
43211,9148,120,1,0,1,14,0,4.72,0
8073,34323,2695,0,0,0,5,5,0.24,0
18643,40452,4844,1,1,0,8,4,0.46,0
6643,44405,4417,0,0,1,16,1,0.15,0
14962,37096,4532,1,0,1,13,0,0.4,0
33611,11856,2244,0,0,0,11,3,2.83,0
1781,49866,1473,1,0,1,18,1,0.04,0
34232,1925,4602,1,1,0,6,1,17.78,0
31548,4610,1873,1,0,0,18,1,6.84,0
12786,36967,2069,1,0,1,12,5,0.35,0
15185,2133,1203,0,0,1,8,3,7.12,0
28436,33808,2171,1,0,1,5,0,0.84,0
25597,44128,1124,0,1,1,10,1,0.58,0
35571,32075,2877,0,1,1,5,0,1.11,0
10918,36576,3492,0,1,0,10,4,0.3,0
10764,43000,3479,0,1,1,12,4,0.25,0
14420,2705,4192,0,1,0,15,5,5.33,0
6120,47478,3547,1,0,1,10,3,0.13,0
36634,19991,1754,1,0,0,18,5,1.83,0
16126,48567,3151,0,1,1,10,3,0.33,0
10808,22505,1022,0,1,0,12,3,0.48,0
3260,31020,3958,0,0,1,12,4,0.11,0
16863,49218,1763,1,1,0,15,0,0.34,0
45676,5073,1289,1,0,1,16,3,9.0,0
26893,13606,3547,1,0,0,17,0,1.98,0
7125,45206,2687,0,1,0,20,1,0.16,0
10477,14364,2135,1,0,1,9,5,0.73,0
18698,4126,1652,1,1,0,18,5,4.53,0
28090,10250,3260,0,0,1,16,2,2.74,0
14534,21040,2665,1,0,0,19,5,0.69,0
4972,44889,3331,0,0,0,15,2,0.11,0
20662,42335,4572,1,1,1,13,2,0.49,0
16711,19198,2506,1,0,1,12,5,0.87,0
34932,47590,2685,0,0,0,18,0,0.73,0
39828,41803,115,0,1,1,12,2,0.95,0
24834,19059,3767,1,0,0,8,4,1.3,0
42242,34374,1313,0,0,0,6,4,1.23,0
33448,8772,804,1,1,1,11,2,3.81,0
18194,35800,3042,1,1,1,19,3,0.51,0
11094,24511,1349,0,1,1,16,3,0.45,0
15588,35348,3288,0,0,1,13,5,0.44,0
33205,21681,1340,0,1,0,12,4,1.53,0
38130,17662,1269,1,0,0,10,1,2.16,0
6124,47638,345,1,0,1,14,4,0.13,0
19296,29240,517,1,0,0,7,4,0.66,0
10672,44128,262,1,1,1,18,0,0.24,0
40817,37976,3926,0,1,1,12,2,1.07,0
9825,28101,150,0,1,0,11,0,0.35,0
23991,17720,2948,0,0,0,20,2,1.35,0
8102,33041,4779,0,0,0,17,1,0.25,0
33737,38497,3101,1,0,1,10,3,0.88,0
47993,12814,4832,0,1,0,15,5,3.75,0
17021,37008,4759,0,1,1,20,1,0.46,0
2387,31069,1004,0,0,0,14,1,0.08,0
1521,21084,1107,0,1,1,7,0,0.07,0
39705,8951,2564,1,1,0,20,4,4.44,0
24507,6940,2685,0,1,1,8,5,3.53,0
2475,17405,4535,1,1,0,15,5,0.14,0
28901,433,2700,0,1,1,15,1,66.75,0
19788,43340,541,1,1,0,9,3,0.46,0
48907,24309,4346,1,0,0,5,2,2.01,0
30102,44479,1028,0,0,0,11,5,0.68,0
6188,1860,997,1,1,1,16,1,3.33,0
7938,26826,194,1,0,1,7,5,0.3,0
5996,34741,4806,0,0,0,20,4,0.17,0
22133,16801,65,0,0,1,17,3,1.32,0
16120,23133,1686,0,1,1,10,4,0.7,0
41681,4725,2722,0,1,0,10,1,8.82,0
14212,8111,3972,1,0,1,16,0,1.75,0
6817,30533,4377,1,0,1,19,1,0.22,0
15348,12334,4247,0,0,1,9,5,1.24,0
32282,17529,104,1,1,0,7,0,1.84,0
21867,37998,4087,0,1,1,8,3,0.58,0
39736,5071,3022,1,0,1,14,4,7.84,0
17130,47253,2939,1,1,0,17,2,0.36,0
13151,27965,1408,1,0,0,19,4,0.47,0
46401,32332,3441,1,1,1,18,2,1.44,0
27748,5180,2960,0,1,0,19,5,5.36,0
33426,21693,4009,0,1,1,10,3,1.54,0
22977,42130,3854,0,1,1,5,3,0.55,0
22369,20561,988,1,1,1,12,1,1.09,0
2733,47279,1650,0,0,0,10,3,0.06,0
42229,14328,488,1,1,1,6,5,2.95,0
8206,15901,4147,1,0,1,13,2,0.52,0
45622,42165,1359,0,0,1,19,0,1.08,0
36023,37437,4660,0,1,1,13,2,0.96,0
29451,42611,0,1,1,0,12,4,0.69,0
25914,48239,282,1,0,1,17,1,0.54,0
31941,8396,1536,0,1,0,19,2,3.8,0
24832,36768,3768,0,0,1,16,2,0.68,0
45750,16543,1389,1,1,0,8,5,2.77,0
29142,44578,3544,1,1,0,14,5,0.65,0
35664,41745,1531,0,0,0,19,4,0.85,0
46924,10089,780,1,1,0,5,1,4.65,0
43428,32679,1627,0,0,0,10,4,1.33,0
39588,3815,4165,0,1,1,6,4,10.38,0
45734,5390,280,0,0,0,12,3,8.48,0
35790,35891,4927,0,1,0,12,0,1.0,0
18022,23670,4502,1,1,0,6,0,0.76,0
36879,3421,1739,1,1,0,5,1,10.78,0
49495,28608,4147,1,0,0,5,1,1.73,0
29260,23925,503,1,0,0,11,4,1.22,0
15496,26185,4256,1,1,0,16,4,0.59,0
48220,40839,864,1,1,0,12,4,1.18,0
22822,12026,4074,1,0,0,10,1,1.9,0
45587,30644,161,0,1,0,17,5,1.49,0
48591,15799,3145,0,0,1,17,2,3.08,0
49834,18047,2893,1,0,1,13,4,2.76,0
44123,18005,1750,1,0,1,6,1,2.45,0
16017,34861,744,0,0,1,9,1,0.46,0
21600,27099,3950,1,1,1,18,5,0.8,0
2098,22666,2432,1,1,0,9,2,0.09,0
24198,8097,801,0,0,1,15,2,2.99,0
11353,27791,3003,1,1,0,18,1,0.41,0
40676,19217,1707,1,1,1,9,5,2.12,0
22571,21239,3250,1,0,1,17,5,1.06,0
44594,21223,4694,1,1,0,8,5,2.1,0
24474,42733,716,0,0,0,7,2,0.57,0
35185,31308,1005,1,0,1,18,1,1.12,0
47459,38478,3044,1,0,1,8,0,1.23,0
3302,10273,3816,0,0,0,7,2,0.32,0
37042,38870,3864,0,1,0,20,4,0.95,0
18600,14738,2516,0,1,1,13,5,1.26,0
16604,31549,3097,1,1,0,18,3,0.53,0
44918,7264,4743,0,1,1,20,4,6.18,0
14940,49452,763,1,1,1,18,1,0.3,0
18178,37224,905,1,0,0,5,4,0.49,0
16214,28152,1386,0,0,1,8,1,0.58,0
27281,4708,4379,0,0,0,6,0,5.79,0
32890,33890,533,0,0,1,17,3,0.97,0
10981,40487,2895,0,1,0,17,4,0.27,0
13584,18202,49,1,1,1,11,5,0.75,0
13516,33051,1676,0,0,1,13,3,0.41,0
30323,4459,3697,0,1,1,16,0,6.8,0
3816,44942,773,0,1,1,5,3,0.08,0
43198,28599,98,0,1,1,5,4,1.51,0
18421,5684,818,0,1,1,8,2,3.24,0
11542,42349,1672,1,0,1,6,0,0.27,0
18986,12850,1560,1,0,1,9,3,1.48,0
43544,45819,2138,1,0,0,14,3,0.95,0
10725,1941,4551,0,0,1,5,0,5.53,0
10423,9137,1488,1,0,0,18,1,1.14,0
6480,9012,3586,0,1,1,19,2,0.72,0
37323,22246,2019,0,1,1,15,3,1.68,0
49836,27429,4207,0,0,0,10,0,1.82,0
42761,12623,4846,0,1,0,20,1,3.39,0
47131,18746,3014,0,0,1,6,4,2.51,0
36789,6433,570,1,0,1,18,0,5.72,0
46913,22201,501,1,1,0,19,5,2.11,0
486,27448,803,0,0,0,6,1,0.02,0
5857,3112,2824,1,0,1,10,3,1.88,0
47877,4495,1867,0,0,0,12,5,10.65,0
37815,48045,156,0,0,0,11,5,0.79,0
19124,43797,513,1,1,1,18,5,0.44,0
18118,8408,2777,1,1,1,5,4,2.15,0
19897,10127,3203,0,0,0,14,4,1.96,0
43712,26054,2431,1,0,0,9,1,1.68,0
2241,35947,2692,0,1,0,17,2,0.06,0
21307,35992,40,0,0,0,16,1,0.59,0
695,23473,1792,1,0,0,20,4,0.03,0
48155,25980,4616,1,0,1,9,1,1.85,0
15040,20937,2648,0,1,1,15,3,0.72,0
1759,14344,1328,1,0,1,16,5,0.12,0
4625,15579,3255,0,1,0,15,1,0.3,0
10743,13511,2170,1,1,1,8,3,0.8,0
34284,25602,2681,0,0,1,15,5,1.34,0
28852,29307,49,0,1,0,9,0,0.98,0
44804,27521,1012,0,0,1,14,0,1.63,0
29086,22479,2086,0,1,1,10,1,1.29,0
36914,32553,2415,0,1,0,12,5,1.13,0
37172,14911,255,0,1,0,13,5,2.49,0
38529,37717,3449,1,0,0,6,1,1.02,0
24028,8003,4500,0,0,0,20,1,3.0,0
10037,29113,3252,1,1,0,11,5,0.34,0
6451,41621,478,0,0,1,7,4,0.15,0
24843,47292,2472,1,0,0,14,5,0.53,0
34087,4432,4754,0,0,0,5,2,7.69,0
5387,12582,1417,1,0,0,12,1,0.43,0
21882,8289,464,0,0,0,6,4,2.64,0
22589,23935,3500,1,0,1,12,4,0.94,0
3342,37686,2772,0,0,0,12,3,0.09,0
48004,32826,4119,1,0,1,17,5,1.46,0
27906,44759,378,1,1,1,6,3,0.62,0
19843,27992,21,0,1,0,18,3,0.71,0
47125,46928,4357,0,0,0,13,3,1.0,0
32464,14640,4547,0,0,1,15,5,2.22,0
722,7270,2627,0,1,1,11,0,0.1,0
3130,16043,1372,1,1,0,10,4,0.2,0
19784,2522,4288,0,1,1,17,2,7.84,0
6218,46495,2920,0,1,0,5,2,0.13,0
28544,24156,1488,1,1,0,10,3,1.18,0
36942,45320,1775,1,0,1,5,4,0.82,0
42290,7981,4327,0,1,1,9,4,5.3,0
7590,43475,2066,0,1,0,6,0,0.17,0
7602,38770,2847,0,0,0,12,0,0.2,0
48297,45512,127,1,1,0,17,2,1.06,0
11063,32662,2554,1,1,1,9,1,0.34,0
26483,48986,4753,1,1,0,5,3,0.54,0
5528,47750,3947,0,0,0,10,3,0.12,0
16531,46779,2617,0,1,0,16,4,0.35,0
28351,39725,2212,0,0,0,13,4,0.71,0
46487,39375,69,1,1,1,5,0,1.18,0
20286,7537,4488,1,0,0,9,2,2.69,0
23998,16685,1394,0,1,1,14,0,1.44,0
34241,7294,2786,1,1,0,13,3,4.69,0
10944,39442,4606,0,1,0,14,4,0.28,0
31496,22615,3704,1,0,0,9,2,1.39,0
34337,1266,3901,0,0,1,11,5,27.12,0
16059,10180,4211,1,0,1,8,2,1.58,0
31816,38998,1739,0,0,0,20,4,0.82,0
3651,3328,4316,1,0,1,13,1,1.1,0
16167,48624,4874,1,1,1,13,3,0.33,0
44849,45533,2499,0,1,0,12,3,0.98,0
8030,36268,704,0,1,1,13,2,0.22,0
49540,18295,2391,1,0,1,6,5,2.71,0
3538,20359,1126,1,1,1,9,5,0.17,0
12686,47799,2742,0,0,0,20,3,0.27,0
40644,2855,1588,1,0,1,20,2,14.24,0
39222,17090,4946,0,0,0,11,2,2.3,0
31518,44996,809,1,1,0,11,0,0.7,0
49905,29187,4585,1,1,1,10,5,1.71,0
17769,16072,3754,1,1,1,20,2,1.11,0
20178,12011,4238,1,0,1,13,2,1.68,0
13869,47052,1031,1,0,0,10,4,0.29,0
5320,41472,4487,1,0,0,5,2,0.13,0
38648,37989,3351,0,0,1,11,5,1.02,0
31462,41282,13,1,0,1,18,2,0.76,0
22808,12792,2438,0,1,1,13,5,1.78,0
37416,12198,1649,1,1,0,11,2,3.07,0
15070,25567,4450,1,1,1,12,0,0.59,0
3436,31410,1802,1,0,1,7,3,0.11,0
15925,34652,3698,0,1,1,20,1,0.46,0
7399,17442,1511,0,1,0,12,1,0.42,0
8464,10837,2009,1,1,0,17,3,0.78,0
5189,40113,4602,0,0,1,9,5,0.13,0
1081,40651,1464,0,0,0,17,3,0.03,0
33299,24249,1807,1,1,1,8,5,1.37,0
21403,10833,2945,1,0,1,12,1,1.98,0
5568,36700,4215,0,1,1,6,3,0.15,0
44127,25082,323,1,1,0,7,5,1.76,0
45785,8676,1567,1,0,1,15,2,5.28,0
34371,1359,3939,0,1,1,15,2,25.29,0
21403,19630,2459,0,1,0,19,5,1.09,0
29779,12860,4909,0,1,0,19,4,2.32,0
31259,18577,2545,0,1,1,12,5,1.68,0
24788,8999,2756,1,1,0,14,0,2.75,0
8941,10173,832,0,1,1,10,4,0.88,0
16415,44356,522,1,1,0,13,0,0.37,0
24252,43287,2425,1,0,1,14,2,0.56,0
25271,41176,3557,0,1,1,17,1,0.61,0
17848,6439,2828,0,1,0,6,5,2.77,0
23398,41918,2041,0,0,0,19,5,0.56,0
17409,19045,4145,0,1,1,9,3,0.91,0
38809,12580,432,1,1,1,15,1,3.08,0
34356,5093,1291,1,0,0,7,1,6.75,0
6342,17657,3299,1,1,1,18,1,0.36,0
7386,17001,2997,1,0,0,19,3,0.43,0
16595,33595,3139,1,1,1,7,2,0.49,0
18719,34373,2735,1,0,0,18,4,0.54,0
39200,3791,2080,0,1,1,13,1,10.34,0
8425,47744,511,0,1,0,19,3,0.18,0
22668,7209,1894,1,0,0,14,5,3.14,0
34135,2133,775,1,0,0,11,1,16.0,0
43032,33933,1495,1,1,0,14,2,1.27,0
7867,47019,1675,0,0,1,18,3,0.17,0
24907,13774,3165,1,1,1,12,5,1.81,0
25755,46171,2758,1,0,1,5,4,0.56,0
37349,12314,2650,1,1,0,20,5,3.03,0
5751,46590,3250,1,0,0,6,3,0.12,0
39235,16837,857,0,0,1,13,1,2.33,0
37937,46007,188,1,1,1,18,1,0.82,0
45379,39896,4607,0,1,0,8,5,1.14,0
30469,270,4010,1,1,0,20,3,112.85,0
35559,27085,3586,1,1,1,15,3,1.31,0
49803,46608,4549,1,0,1,11,2,1.07,0
37990,32278,3647,0,1,1,15,4,1.18,0
6141,49119,2732,1,0,0,19,2,0.13,0
30903,818,3069,1,1,1,20,4,37.78,0
26818,19297,2722,1,1,1,6,2,1.39,0
16312,42399,302,1,1,0,20,5,0.38,0
1224,30594,1651,0,1,1,18,2,0.04,0
37348,9412,2766,0,0,0,14,4,3.97,0
26650,32515,402,0,0,0,8,4,0.82,0
3746,43523,2876,0,1,1,18,4,0.09,0
45221,43868,3993,1,0,1,10,5,1.03,0
3806,29373,833,0,1,1,8,0,0.13,0
46569,25042,1633,1,1,1,6,2,1.86,0
33247,36024,2004,1,1,1,13,5,0.92,0
32068,20089,4937,0,0,0,19,4,1.6,0
39834,2412,4714,1,0,0,14,2,16.51,0
13318,32788,1444,0,0,1,17,5,0.41,0
33928,30829,4718,1,1,0,11,1,1.1,0
30514,30445,4164,0,1,0,19,1,1.0,0
37937,14126,3403,1,0,0,16,2,2.69,0
45900,17316,2201,1,0,1,5,3,2.65,0
9250,22377,742,0,1,0,17,2,0.41,0
2249,14307,4671,0,0,0,9,0,0.16,0
42006,4386,204,1,1,1,8,5,9.58,0
32077,25921,4923,1,0,1,15,2,1.24,0
5207,26523,4437,1,1,1,7,3,0.2,0
38461,12859,646,0,0,1,10,3,2.99,0
39396,16889,3689,1,1,1,6,2,2.33,0
17952,18260,4048,0,1,1,15,0,0.98,0
25297,19710,2619,0,0,0,5,4,1.28,0
43667,38102,4368,1,0,0,6,5,1.15,0
7490,8562,40,1,1,0,17,4,0.87,0
15002,16332,4409,1,1,1,12,4,0.92,0
19197,29110,933,1,1,1,6,3,0.66,0
557,32008,2637,0,1,1,11,1,0.02,0
22935,20914,2375,1,1,1,18,3,1.1,0
42758,27635,1604,1,1,0,7,3,1.55,0
26974,23732,4819,1,0,0,20,5,1.14,0
15725,7831,1842,1,0,0,17,2,2.01,0
15378,48078,559,1,1,1,9,2,0.32,0
42169,4628,2283,0,1,1,20,3,9.11,0
42919,12662,3489,1,1,0,19,4,3.39,0
30551,3571,3387,1,1,1,17,5,8.56,0
49912,38199,4719,0,0,1,5,4,1.31,0
21892,4831,1505,0,0,1,8,2,4.53,0
13499,16025,3133,1,1,0,13,5,0.84,0
8908,15134,3864,1,1,1,8,1,0.59,0
7136,15554,4504,1,1,0,6,2,0.46,0
32937,33961,2130,1,1,0,9,1,0.97,0
3991,45827,3733,1,1,0,16,0,0.09,0
24381,11121,4511,1,0,1,5,3,2.19,0
2382,32704,528,0,0,0,9,0,0.07,0
946,8519,4612,0,0,0,20,3,0.11,0
17561,11552,2415,1,1,1,15,4,1.52,0
31111,13251,2539,1,1,0,6,0,2.35,0
1252,37456,2463,0,1,0,6,3,0.03,0
3722,32599,618,0,0,0,8,4,0.11,0
47618,40830,3165,1,1,0,14,0,1.17,0
10345,28095,1883,1,0,1,14,3,0.37,0
29397,49447,22,1,0,1,17,4,0.59,0
49297,24234,1099,1,0,0,20,3,2.03,0
42143,12557,1297,0,1,1,16,0,3.36,0
46072,13013,1971,0,1,1,11,3,3.54,0
41759,45447,2094,0,1,0,13,2,0.92,0
29629,10341,49,1,0,0,14,3,2.87,0
21373,24190,374,0,1,1,17,2,0.88,0
28533,41435,1633,1,0,0,9,2,0.69,0
250,13113,2444,0,1,0,11,3,0.02,0
18980,6782,1278,1,1,1,5,2,2.8,0
38738,7165,3885,0,1,1,17,1,5.41,0
32275,19163,4631,1,1,0,16,0,1.68,0
14459,23509,1107,1,1,0,17,1,0.62,0
47130,5545,2763,0,0,0,15,4,8.5,0
48125,737,2157,0,1,1,18,0,65.3,0
40503,20239,829,1,1,1,6,0,2.0,0
42891,969,783,0,0,1,14,0,44.26,0
18562,37266,2559,0,1,1,15,4,0.5,0
39884,37320,4584,0,1,0,20,0,1.07,0
13205,31497,3010,1,0,1,7,1,0.42,0
46891,28372,1981,1,1,0,15,3,1.65,0
32521,1367,1808,1,1,1,14,1,23.79,0
25028,46958,1976,1,0,1,16,5,0.53,0
22614,40801,237,0,0,1,20,4,0.55,0
32587,25094,4772,0,1,1,5,4,1.3,0
6629,32766,3716,1,1,0,11,4,0.2,0
5043,5484,3609,0,0,0,17,2,0.92,0
40640,46664,711,0,1,1,16,3,0.87,0
41795,31725,1034,0,0,0,8,3,1.32,0
17765,8341,4379,0,0,1,18,2,2.13,0
31863,23843,230,0,0,1,8,4,1.34,0
40777,38259,4774,1,0,0,7,4,1.07,0
28256,47320,3355,0,0,0,5,4,0.6,0
24822,48680,3270,1,0,0,16,5,0.51,0
15594,35846,2856,1,1,1,5,2,0.44,0
16810,38313,3075,1,0,1,20,5,0.44,0
27823,3077,2419,1,0,0,20,2,9.04,0
31428,43130,1973,0,0,0,10,3,0.73,0
46361,26589,1467,0,1,1,6,3,1.74,0
41374,40249,623,1,0,1,6,4,1.03,0
34010,15543,2158,0,0,1,17,0,2.19,0
45979,28054,2575,1,0,1,13,4,1.64,0
6755,6674,1146,1,1,0,12,2,1.01,0
36207,11469,821,1,1,1,11,3,3.16,0
386,9657,3176,1,1,1,10,4,0.04,0
4302,5927,3352,0,0,0,17,4,0.73,0
30233,6536,1516,0,0,1,17,0,4.63,0
38600,44646,4543,0,1,0,13,0,0.86,0
11752,23926,923,0,0,1,6,3,0.49,0
13996,34906,828,1,0,0,9,5,0.4,0
14959,20319,2490,1,0,1,18,2,0.74,0
26522,24465,1407,0,0,1,12,4,1.08,0
3787,40816,2313,1,1,0,6,0,0.09,0
7112,23529,33,0,0,0,17,4,0.3,0
42257,48493,2231,1,0,0,17,1,0.87,0
40821,41059,4888,1,1,1,10,4,0.99,0
25410,29712,2600,1,0,1,17,2,0.86,0
6152,11966,2799,0,1,0,5,5,0.51,0
40061,5367,2400,0,1,0,9,3,7.46,0
5873,26574,3307,0,0,0,18,2,0.22,0
33457,13512,1130,1,0,0,8,5,2.48,0
49734,22775,4671,1,1,1,10,4,2.18,0
44907,25302,2775,1,0,1,8,5,1.77,0
22432,30759,1022,1,1,0,10,4,0.73,0
34964,1633,3559,1,1,0,20,2,21.41,0
27799,38868,4114,1,1,0,8,0,0.72,0
32405,745,4007,0,1,0,11,1,43.5,0
26182,27043,1504,1,1,0,16,2,0.97,0
36606,38268,3590,1,0,0,14,2,0.96,0
34290,33097,2745,1,1,0,5,1,1.04,0
45044,45579,1731,1,1,1,13,1,0.99,0
47578,41701,1934,0,0,0,16,4,1.14,0
49922,18418,3375,0,0,1,8,5,2.71,0
16167,21399,4119,0,1,0,19,1,0.76,0
27308,36929,4396,0,1,0,19,1,0.74,0
29076,14381,3968,0,0,0,17,5,2.02,0
29432,1746,4978,0,0,1,14,4,16.86,0
10746,43841,3770,1,1,1,6,1,0.25,0
34920,35598,1533,1,1,1,14,5,0.98,0
47450,11458,4407,0,0,1,5,5,4.14,0
21151,46023,1641,1,0,0,19,0,0.46,0
26619,24480,2546,1,1,1,8,0,1.09,0
11726,27700,1505,0,0,0,6,2,0.42,0
13498,13089,3763,0,1,0,17,2,1.03,0
32837,11022,245,1,0,1,15,2,2.98,0
14967,42695,3320,1,0,1,19,0,0.35,0
33806,47374,4032,1,1,0,5,1,0.71,0
4347,42088,3482,1,0,0,10,2,0.1,0
42122,24430,3344,1,0,1,16,0,1.72,0
19737,13925,1066,1,1,1,8,1,1.42,0
25965,4984,4362,1,0,0,5,2,5.21,0
16782,40693,4566,0,1,1,17,5,0.41,0
37876,19594,714,0,0,1,16,3,1.93,0
38028,10599,4233,0,1,1,9,3,3.59,0
28007,21257,3047,1,0,0,19,4,1.32,0
25240,13939,146,1,0,0,19,3,1.81,0
5887,40664,1398,0,0,1,9,3,0.14,0
19848,15756,690,1,0,1,5,0,1.26,0
46291,34933,1026,0,0,1,19,3,1.33,0
8603,12935,2504,1,1,0,12,4,0.67,0
19653,13280,1163,1,0,1,9,0,1.48,0
11069,19109,1298,1,0,1,20,3,0.58,0
1283,43418,8,0,1,0,11,5,0.03,0
1515,20870,3320,1,0,1,20,2,0.07,0
49174,35771,2201,1,1,1,18,5,1.37,0
34326,20420,1103,1,1,1,18,5,1.68,0
34696,34317,865,1,1,0,10,5,1.01,0
39871,44314,3526,1,1,0,18,0,0.9,0
11142,9245,2012,0,1,0,8,2,1.21,0
31277,33876,1347,1,1,1,18,5,0.92,0
34713,24840,3236,0,0,0,14,1,1.4,0
9076,24763,3209,0,1,1,17,2,0.37,0
43064,33988,2603,0,0,1,17,1,1.27,0
37591,7907,2143,1,0,1,7,4,4.75,0
45554,12718,4607,1,1,1,16,0,3.58,0
4514,12937,4422,0,0,1,13,0,0.35,0
29191,18002,4699,1,0,0,18,3,1.62,0
46184,38957,3809,0,1,1,17,0,1.19,0
10403,42064,1737,1,0,0,20,3,0.25,0
26495,15012,181,0,0,1,18,5,1.76,0
48456,12765,1293,1,1,0,9,2,3.8,0
10598,24494,2000,0,0,1,19,3,0.43,0
21327,2365,2199,1,0,1,9,4,9.02,0
38221,35393,3730,0,0,0,20,5,1.08,0
29009,27373,2884,0,0,1,11,5,1.06,0
26401,2602,2429,0,1,1,5,3,10.15,0
48647,7122,1867,1,0,0,12,4,6.83,0
41985,6406,383,1,0,1,12,3,6.55,0
5799,32113,461,1,0,1,10,0,0.18,0
32336,4998,4076,0,1,0,8,1,6.47,0
42642,7353,466,1,1,1,12,4,5.8,0
31078,49232,4326,1,0,0,15,4,0.63,0
49342,7881,4060,0,1,0,6,0,6.26,0
20642,24761,4988,0,1,1,19,1,0.83,0
35139,31609,2204,0,1,1,8,1,1.11,0
46560,18339,1065,0,0,1,16,5,2.54,0
5558,47582,1426,0,0,0,5,5,0.12,0
4617,2628,3747,0,0,1,16,4,1.76,0
47522,33077,2431,1,1,1,13,0,1.44,0
42648,38711,1260,0,0,1,15,5,1.1,0
47256,26365,2178,0,1,0,5,5,1.79,0
23484,7311,4160,1,1,0,5,3,3.21,0
39908,2413,863,0,0,1,7,0,16.54,0
33579,2662,2483,1,1,0,9,0,12.61,0
8826,47679,224,0,0,1,18,2,0.19,0
